href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1257,english356,female,"[u'manitoba,', u'canada']","english
(eng)",[u'none'],"[u'23,', u'female', u'']",0.0,naturalistic,[u'canada'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1258,english357,male,"[u'georgia,', u'usa']","english
(eng)","[u'german', u'']","[u'24,', u'male', u'']",0.0,naturalistic,[u'usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1259,english358,male,"[u'brunswick,', u'canada']","english
(eng)",[u'none'],"[u'19,', u'male', u'']",0.0,naturalistic,[u'canada'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1276,english359,male,"[u'brunswick,', u'canada']","english
(eng)","[u'french', u'latin', u'german', u'italian', u'spanish', u'']","[u'32,', u'male', u'']",0.0,naturalistic,"[u'canada,', u'usa']",32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1277,english360,female,"[u'pennsylvania,', u'usa']","english
(eng)","[u'hebrew', u'']","[u'19,', u'female', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1280,english361,female,"[u'minnesota,', u'usa']","english
(eng)","[u'spanish', u'chinese', u'']","[u'20,', u'female', u'']",0.0,naturalistic,[u'usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1281,english362,male,"[u'cork,', u'ireland']","english
(eng)","[u'irish', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'ireland'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1287,english363,male,"[u'donington,', u'uk']","english
(eng)",[u'none'],"[u'20,', u'male', u'']",0.0,naturalistic,[u'uk'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1288,english364,female,"[u'sydney,', u'australia']","english
(eng)","[u'french', u'tagalog', u'']","[u'28,', u'female', u'']",0.0,naturalistic,[u'australia'],24.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1292,english365,male,"[u'oxford,', u'uk']","english
(eng)","[u'french', u'']","[u'52,', u'male', u'']",0.0,naturalistic,[u'uk'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1293,english366,female,"[u'bournesmouth,', u'uk']","english
(eng)",[u'none'],"[u'25,', u'female', u'']",0.0,naturalistic,[u'uk'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1294,english367,female,"[u'birkenhead,', u'uk']","english
(eng)","[u'french', u'russian', u'']","[u'25,', u'female', u'']",0.0,naturalistic,[u'uk'],23.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1295,english368,male,"[u'strattford-on-avon,', u'uk']","english
(eng)","[u'french', u'german', u'']","[u'43,', u'male', u'']",0.0,naturalistic,"[u'uk,', u'singapore']",43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1297,english369,male,"[u'oregon,', u'usa']","english
(eng)","[u'spanish', u'']","[u'27,', u'male', u'']",0.0,naturalistic,[u'usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1302,english370,male,"[u'pondicherry,', u'india']","english
(eng)","[u'french', u'tamil', u'']","[u'22,', u'male', u'']",0.0,naturalistic,"[u'canada,', u'ireland']",16.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1303,english371,female,"[u'colorado,', u'usa']","english
(eng)","[u'french', u'']","[u'27,', u'female', u'']",0.0,naturalistic,"[u'usa,', u'canada']",27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1307,english372,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'80,', u'male', u'']",0.0,naturalistic,[u'usa'],80.0,  80
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1308,english373,male,"[u'kentucky,', u'usa']","english
(eng)",[u'none'],"[u'22,', u'male', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1310,english374,male,"[u'wales,', u'uk']","english
(eng)","[u'welsh', u'']","[u'36,', u'male', u'']",0.0,naturalistic,[u'uk'],36.0,  36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1312,english375,male,"[u'connecticut,', u'usa']","english
(eng)","[u'spanish', u'']","[u'28,', u'male', u'']",0.0,naturalistic,"[u'usa,', u'uk']",28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1315,english376,male,"[u'california,', u'usa']","english
(eng)",[u'none'],"[u'46,', u'male', u'']",0.0,naturalistic,[u'usa'],46.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1319,english377,female,"[u'michigan,', u'usa']","english
(eng)",[u'none'],"[u'32,', u'female', u'']",0.0,naturalistic,[u'usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1320,english378,female,"[u'maryland,', u'usa']","english
(eng)",[u'none'],"[u'38,', u'female', u'']",0.0,naturalistic,[u'usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1321,english379,male,"[u'jersey,', u'usa']","english
(eng)",[u'none'],"[u'43,', u'male', u'']",0.0,naturalistic,[u'usa'],43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1323,english380,female,"[u'virginia,', u'usa']","english
(eng)","[u'spanish', u'french', u'']","[u'34,', u'female', u'']",0.0,naturalistic,[u'usa'],33.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1324,english381,male,"[u'kentucky,', u'usa']","english
(eng)",[u'none'],"[u'85,', u'male', u'']",0.0,naturalistic,[u'usa'],85.0,  85
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1325,english382,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'34,', u'male', u'']",0.0,naturalistic,[u'usa'],29.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1326,english383,female,"[u'columbia,', u'usa']","english
(eng)",[u'none'],"[u'32,', u'female', u'']",0.0,naturalistic,[u'usa'],22.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1327,english384,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'57,', u'male', u'']",0.0,naturalistic,[u'usa'],57.0,  57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1328,english385,female,"[u'kentucky,', u'usa']","english
(eng)",[u'none'],"[u'77,', u'female', u'']",0.0,naturalistic,[u'usa'],77.0,  77
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1330,english386,female,"[u'california,', u'usa']","english
(eng)","[u'spanish', u'']","[u'56,', u'female', u'']",0.0,naturalistic,[u'usa'],56.0,  56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1331,english387,female,"[u'california,', u'usa']","english
(eng)","[u'spanish', u'']","[u'21,', u'female', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1332,english388,female,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'70,', u'female', u'']",0.0,naturalistic,[u'usa'],70.0,  70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1333,english389,female,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'71,', u'female', u'']",0.0,naturalistic,[u'usa'],71.0,  71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1334,english390,male,"[u'wisconsin,', u'usa']","english
(eng)","[u'mandarin', u'taiwanese', u'']","[u'74,', u'male', u'']",0.0,naturalistic,[u'usa'],67.0,  74
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1335,english391,female,"[u'florida,', u'usa']","english
(eng)",[u'none'],"[u'84,', u'female', u'']",0.0,naturalistic,[u'usa'],84.0,  84
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1336,english392,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'62,', u'male', u'']",0.0,naturalistic,[u'usa'],62.0,  62
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1337,english393,female,"[u'columbia,', u'usa']","english
(eng)","[u'french', u'']","[u'58,', u'female', u'']",0.0,naturalistic,[u'usa'],58.0,  58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1339,english394,female,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'82,', u'female', u'']",0.0,naturalistic,[u'usa'],82.0,  82
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1340,english395,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'39,', u'male', u'']",0.0,naturalistic,[u'usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1341,english396,female,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'48,', u'female', u'']",0.0,naturalistic,[u'usa'],48.0,  48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1342,english397,female,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'76,', u'female', u'']",0.0,naturalistic,[u'usa'],76.0,  76
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1343,english398,female,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'83,', u'female', u'']",0.0,naturalistic,[u'usa'],83.0,  83
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1345,english399,female,"[u'georgia,', u'usa']","english
(eng)",[u'none'],"[u'80,', u'female', u'']",0.0,naturalistic,[u'usa'],80.0,  80
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1348,english400,female,"[u'wight,', u'uk']","english
(eng)",[u'none'],"[u'59,', u'female', u'']",0.0,naturalistic,[u'canada'],55.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1349,english401,male,"[u'lucerne,', u'switzerland']","english
(eng)",[u'none'],"[u'26,', u'male', u'']",0.0,naturalistic,[u'australia'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1350,english402,female,"[u'canberra,', u'australia']","english
(eng)",[u'none'],"[u'26,', u'female', u'']",0.0,naturalistic,[u'australia'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1351,english403,female,"[u'sydney,', u'australia']","english
(eng)",[u'none'],"[u'29,', u'female', u'']",0.0,naturalistic,[u'australia'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1352,english404,male,"[u'windsor,', u'australia']","english
(eng)","[u'italian', u'japanese', u'']","[u'29,', u'male', u'']",0.0,naturalistic,[u'australia'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1353,english405,female,"[u'geelong,', u'australia']","english
(eng)","[u'german', u'indonesian', u'']","[u'32,', u'female', u'']",0.0,naturalistic,"[u'australia,', u'usa']",30.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1358,english406,female,"[u'florida,', u'usa']","english
(eng)",[u'none'],"[u'24,', u'female', u'']",0.0,naturalistic,[u'usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1360,english407,male,"[u'ontario,', u'canada']","english
(eng)","[u'maltese', u'']","[u'47,', u'male', u'']",0.0,naturalistic,[u'canada'],47.0,  47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1361,english408,male,"[u'california,', u'usa']","english
(eng)","[u'spanish', u'']","[u'64,', u'male', u'']",0.0,naturalistic,[u'usa'],64.0,  64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1362,english409,female,"[u'maitland,', u'australia']","english
(eng)","[u'french', u'']","[u'60,', u'female', u'']",0.0,naturalistic,[u'australia'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1363,english410,male,"[u'new', u'zealand']","english
(eng)",[u'none'],"[u'35,', u'male', u'']",0.0,naturalistic,"[u'New', u'Zealand,', u'Australia']",35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1371,english411,female,"[u'columbia,', u'usa']","english
(eng)","[u'spanish', u'']","[u'26,', u'female', u'']",0.0,naturalistic,[u'usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1372,english412,female,"[u'columbia,', u'usa']","english
(eng)","[u'german', u'']","[u'31,', u'female', u'']",0.0,naturalistic,[u'usa'],25.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1373,english413,female,"[u'england,', u'uk']","english
(eng)",[u'none'],"[u'20,', u'female', u'']",0.0,naturalistic,[u'uk'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1374,english414,female,"[u'island,', u'usa']","english
(eng)",[u'none'],"[u'30,', u'female', u'']",0.0,naturalistic,[u'usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1375,english415,male,"[u'island,', u'usa']","english
(eng)",[u'none'],"[u'32,', u'male', u'']",0.0,naturalistic,[u'usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1377,english416,male,"[u'sydney,', u'australia']","english
(eng)","[u'portuguese', u'']","[u'34,', u'male', u'']",0.0,naturalistic,"[u'australia,', u'usa']",20.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1380,english417,female,"[u'wales,', u'uk']","english
(eng)","[u'german', u'']","[u'20,', u'female', u'']",0.0,naturalistic,[u'uk'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1384,english418,male,"[u'arlington,', u'virginia']","english
(eng)",[u'none'],"[u'29,', u'male', u'']",0.0,naturalistic,[u'usa'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1385,english419,male,"[u'ohio,', u'usa']","english
(eng)","[u'german', u'gaelic', u'']","[u'27,', u'male', u'']",0.0,naturalistic,[u'usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1387,english420,male,"[u'new', u'zealand']","english
(eng)",[u'none'],"[u'21,', u'male', u'']",0.0,naturalistic,"[u'new', u'zealand']",21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1388,english421,male,"[u'landstuhl,', u'germany']","english
(eng)","[u'french', u'mandarin', u'']","[u'38,', u'male', u'']",0.0,naturalistic,[u'usa'],25.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1390,english422,male,"[u'york,', u'usa']","english
(eng)","[u'spanish', u'']","[u'31,', u'male', u'']",0.0,naturalistic,[u'usa'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1395,english423,female,"[u'maryland,', u'usa']","english
(eng)","[u'spanish', u'german', u'italian', u'']","[u'24,', u'female', u'']",0.0,naturalistic,[u'usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1409,english424,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'75,', u'male', u'']",0.0,naturalistic,[u'usa'],75.0,  75
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1410,english425,male,"[u'virginia,', u'usa']","english
(eng)",[u'none'],"[u'31,', u'male', u'']",0.0,naturalistic,[u'usa'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1411,english426,female,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'30,', u'female', u'']",0.0,naturalistic,[u'usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1412,english427,female,"[u'pennsylvania,', u'usa']","english
(eng)",[u'none'],"[u'68,', u'female', u'']",0.0,naturalistic,[u'usa'],68.0,  68
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1413,english428,female,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'55,', u'female', u'']",0.0,naturalistic,[u'usa'],55.0,  55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1416,english429,female,"[u'pennsylvania,', u'usa']","english
(eng)","[u'german', u'']","[u'19,', u'female', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1419,english430,female,"[u'melbourne,', u'australia']","english
(eng)",[u'none'],"[u'23,', u'female', u'']",0.0,naturalistic,[u'australia'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1423,english431,female,"[u'wisconsin,', u'usa']","english
(eng)","[u'german', u'']","[u'23,', u'female', u'']",0.0,naturalistic,[u'usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1428,english432,female,"[u'dublin,', u'ireland']","english
(eng)","[u'french', u'spanish', u'']","[u'22,', u'female', u'']",0.0,naturalistic,[u'ireland'],21.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1430,english433,female,"[u'michigan,', u'usa']","english
(eng)",[u'none'],"[u'32,', u'female', u'']",0.0,naturalistic,[u'usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1469,english434,male,"[u'kansas,', u'usa']","english
(eng)","[u'german', u'']","[u'24,', u'male', u'']",0.0,naturalistic,[u'usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1471,english435,female,"[u'california,', u'usa']","english
(eng)","[u'japanese', u'']","[u'20,', u'female', u'']",0.0,naturalistic,[u'usa'],17.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1475,english436,female,"[u'the', u'bahamas']","english
(eng)",[u'none'],"[u'19,', u'female', u'']",0.0,naturalistic,"[u'the', u'bahamas']",19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1477,english437,male,"[u'ohio,', u'usa']","english
(eng)","[u'french', u'italian', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1492,english438,female,"[u'texas,', u'usa']","english
(eng)",[u'none'],"[u'20,', u'female', u'']",0.0,naturalistic,[u'usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1493,english439,female,"[u'columbia,', u'canada']","english
(eng)",[u'none'],"[u'18,', u'female', u'']",0.0,naturalistic,[u'canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1502,english440,female,"[u'scotland,', u'uk']","english
(eng)","[u'spanish', u'']","[u'22,', u'female', u'']",0.0,naturalistic,[u'scotland'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1524,english441,female,"[u'illinois,', u'usa']","english
(eng)","[u'french', u'']","[u'19,', u'female', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1528,english442,male,"[u'york,', u'usa']","english
(eng)","[u'french', u'spanish', u'']","[u'23,', u'male', u'']",0.0,naturalistic,[u'usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1530,english443,male,"[u'colorado,', u'usa']","english
(eng)","[u'french', u'spanish', u'']","[u'31,', u'male', u'']",0.0,naturalistic,[u'usa'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1531,english444,male,"[u'alabama,', u'usa']","english
(eng)","[u'spanish', u'']","[u'24,', u'male', u'']",0.0,naturalistic,[u'usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1532,english445,male,"[u'california,', u'usa']","english
(eng)","[u'mandarin', u'']","[u'60,', u'male', u'']",0.0,naturalistic,[u'usa'],59.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1533,english446,female,"[u'minnesota,', u'usa']","english
(eng)",[u'none'],"[u'23,', u'female', u'']",0.0,naturalistic,[u'usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1534,english447,male,"[u'connecticut,', u'usa']","english
(eng)","[u'french', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1536,english448,male,"[u'scotland,', u'uk']","english
(eng)","[u'german', u'']","[u'20,', u'male', u'']",0.0,naturalistic,[u'uk'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1538,english449,male,"[u'vermont,', u'usa']","english
(eng)",[u'none'],"[u'27,', u'male', u'']",0.0,naturalistic,[u'usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1544,english450,male,"[u'windsor,', u'uk']","english
(eng)","[u'french', u'german', u'']","[u'26,', u'male', u'']",0.0,naturalistic,[u'uk'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1546,english451,male,"[u'georgia,', u'usa']","english
(eng)","[u'russian', u'']","[u'44,', u'male', u'']",0.0,naturalistic,[u'usa'],44.0,  44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1547,english452,male,"[u'newcastle,', u'australia']","english
(eng)",[u'none'],"[u'24,', u'male', u'']",0.0,naturalistic,[u'australia'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1548,english453,female,"[u'illinois,', u'usa']","english
(eng)","[u'french', u'']","[u'21,', u'female', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1550,english454,female,"[u'carolina,', u'usa']","english
(eng)","[u'spanish', u'']","[u'19,', u'female', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1552,english455,female,"[u'dc,', u'usa']","english
(eng)","[u'spanish', u'']","[u'29,', u'female', u'']",0.0,naturalistic,[u'usa'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1554,english456,female,"[u'leyland,', u'uk']","english
(eng)",[u'none'],"[u'37,', u'female', u'']",0.0,naturalistic,[u'uk'],37.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1555,english457,male,"[u'york,', u'usa']","english
(eng)",[u'none'],"[u'43,', u'male', u'']",0.0,naturalistic,[u'usa'],40.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1559,english458,female,"[u'nevada,', u'usa']","english
(eng)","[u'japanese', u'']","[u'22,', u'female', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1560,english459,male,"[u'carolina,', u'usa']","english
(eng)","[u'french', u'german', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1561,english460,female,"[u'england,', u'uk']","english
(eng)","[u'german', u'']","[u'19,', u'female', u'']",0.0,naturalistic,[u'uk'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1563,english461,female,"[u'york,', u'usa']","english
(eng)",[u'none'],"[u'44,', u'female', u'']",0.0,naturalistic,[u'usa'],44.0,  44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1564,english462,male,"[u'kentucky,', u'usa']","english
(eng)","[u'german', u'']","[u'20,', u'male', u'']",0.0,naturalistic,[u'usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1571,english463,female,"[u'york,', u'usa']","english
(eng)","[u'french', u'spanish', u'']","[u'53,', u'female', u'']",0.0,naturalistic,[u'usa'],53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1618,english464,male,"[u'ontario,', u'canada']","english
(eng)","[u'german', u'french', u'']","[u'27,', u'male', u'']",0.0,naturalistic,[u'canada'],24.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1635,english465,male,"[u'buckinghamshire,', u'uk']","english
(eng)","[u'french', u'spanish', u'mandarin', u'']","[u'20,', u'male', u'']",0.0,naturalistic,[u'uk'],19.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1637,english466,male,"[u'maine,', u'usa']","english
(eng)",[u'none'],"[u'18,', u'male', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1639,english467,male,"[u'pozzuoli,', u'italy']","english
(eng)",[u'none'],"[u'23,', u'male', u'']",1.0,naturalistic,[u'usa'],18.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1640,english468,male,"[u'carolina,', u'usa']","english
(eng)","[u'german', u'greek,', u'ancient', u'']","[u'30,', u'male', u'']",0.0,naturalistic,[u'usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1641,english469,male,"[u'tennessee,', u'usa']","english
(eng)","[u'japanese', u'']","[u'22,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1642,english470,male,"[u'buzzard,', u'uk']","english
(eng)","[u'french', u'japanese', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'uk'],20.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1648,english471,female,"[u'alberta,', u'canada']","english
(eng)","[u'spanish', u'french', u'']","[u'26,', u'female', u'']",0.0,naturalistic,[u'canada'],24.5,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1649,english472,male,"[u'rota,', u'spain']","english
(eng)","[u'spanish', u'russian', u'']","[u'26,', u'male', u'']",0.0,naturalistic,[u'usa'],23.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1650,english473,male,"[u'nottingham,', u'uk']","english
(eng)",[u'none'],"[u'20,', u'male', u'']",0.0,naturalistic,[u'uk'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1656,english474,female,"[u'minnesota,', u'usa']","english
(eng)","[u'spanish', u'']","[u'33,', u'female', u'']",0.0,naturalistic,[u'usa'],33.0,  33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1657,english475,female,"[u'utah,', u'usa']","english
(eng)",[u'none'],"[u'29,', u'female', u'']",0.0,naturalistic,[u'usa'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1658,english476,female,"[u'hampshire,', u'usa']","english
(eng)",[u'none'],"[u'64,', u'female', u'']",0.0,naturalistic,[u'usa'],64.0,  64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1659,english477,female,"[u'california,', u'usa']","english
(eng)","[u'german', u'']","[u'31,', u'female', u'']",0.0,naturalistic,[u'usa'],27.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1661,english478,male,"[u'scotia,', u'canada']","english
(eng)",[u'none'],"[u'19,', u'male', u'']",0.0,naturalistic,[u'canada'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1664,english479,female,"[u'york,', u'usa']","english
(eng)",[u'none'],"[u'64,', u'female', u'']",0.0,naturalistic,[u'usa'],64.0,  64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1665,english480,male,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'58,', u'male', u'']",0.0,naturalistic,[u'usa'],58.0,  58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1666,english481,female,"[u'oklahoma,', u'usa']","english
(eng)","[u'german', u'spanish', u'']","[u'88,', u'female', u'']",0.0,naturalistic,[u'usa'],82.0,  88
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1667,english482,female,"[u'pennsylvania,', u'usa']","english
(eng)",[u'none'],"[u'74,', u'female', u'']",0.0,naturalistic,[u'usa'],74.0,  74
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1668,english483,male,"[u'massachusetts,', u'usa']","english
(eng)","[u'spanish', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1672,english484,male,"[u'dublin,', u'ireland']","english
(eng)","[u'irish', u'french', u'japanese', u'swedish', u'spanish', u'']","[u'24,', u'male', u'']",0.0,naturalistic,[u'ireland'],24.0,  24
